Identificador de URL,Nombre,Categorías,Nombre de propiedad 1,Valor de propiedad 1,Nombre de propiedad 2,Valor de propiedad 2,Nombre de propiedad 3,Valor de propiedad 3,Precio,Precio promocional,Peso (kg),Alto (cm),Ancho (cm),Profundidad (cm),Stock,SKU,Código de barras,Mostrar en tienda,Envío sin cargo,Descripción,Tags,Título para SEO,Descripción para SEO,Marca,Producto Físico,MPN (Número de pieza del fabricante),Sexo,Rango de edad,Costo
cangurito-micropolar-tipo-animal-azul-y-verde-art5812,Cangurito micropolar tipo animal azul y verde ART5812,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456758122,,NO,NO,,,,,,SI,,,,
cangurito-micropolar-rosa-con-marcas-blancas-art5811,Cangurito micropolar rosa con marcas blancas ART5811,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456758112,,NO,NO,,,,,,SI,,,,
maxy-canguro-verde-polart-art5810,Maxy canguro verde polar ART5810,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456758102,,NO,NO,,,,,,SI,,,,
maxy-canguro-bordo-polar-art5809,Maxy canguro bordo polar ART5809,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456758092,,NO,NO,,,,,,SI,,,,
maxy-canguro-mostaza-polar-art5807,Maxy canguro miel polar ART5807,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456758082,,NO,NO,,,,,,SI,,,,
maxy-canguro-polar-negro-art5806,Maxy Canguro polar negro ART5806,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456758062,,NO,NO,,,,,,SI,,,,
pantalon-jeans-elastizado-degrade-art5804,pantalon jeans elastizado Nevado ART5804,Pantalones y Calzas,Talle,8,,,,,"43,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
pantalon-jeans-elastizado-degrade-art5804,,,Talle,10,,,,,"43,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
pantalon-jeans-elastizado-degrade-art5804,,,Talle,12,,,,,"43,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
pantalon-jeans-elastizado-degrade-art5804,,,Talle,14,,,,,"43,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
pantalon-bengalina-metal-cobre-art5803,pantalon jeans elastizado degrade ART5803,Pantalones y Calzas,Talle,8,,,,,"43,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
pantalon-bengalina-metal-cobre-art5803,,,Talle,10,,,,,"43,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
pantalon-bengalina-metal-cobre-art5803,,,Talle,12,,,,,"43,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
pantalon-bengalina-metal-cobre-art5803,,,Talle,14,,,,,"43,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
pantalon-bengalina-metal-verde-art5802,Pantalon bengalina metal cobre ART5802,Pantalones y Calzas,Talle,8,,,,,"58,000.00",,0.25,1,1,1,1,,,SI,NO,,,Pantalón Bengalina Metal Cobre Wide Leg - Talles Grandes,"Pantalón Bengalina Metal Cobre ART5802, realza tu figura en talles grandes y reales del 8 al 14. ¡Aprovecha nuestro stock limitado y compra ahora!",,SI,,,,
cangurito-lana-wafle-rosa-viejo-art5801,Pantalon bengalina metal verde ART5801,Pantalones y Calzas,Talle,8,,,,,"58,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
cangurito-lana-wafle-rosa-viejo-art5801,,,Talle,10,,,,,"58,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
cangurito-lana-wafle-rosa-viejo-art5801,,,Talle,12,,,,,"58,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
cangurito-lana-wafle-rosa-viejo-art5801,,,Talle,14,,,,,"58,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
cangurito-lana-wafle-rosa-viejo-art5800,Cangurito lana wafle rosa viejo ART5800,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,123456758002,,NO,NO,,,,,,SI,,,,
poleron-bordado-negro-art5799,Poleron bordado negro flores tipo margarita ART5799,Sweaters y Buzos,,,,,,,"39,500.00",,0.25,1,1,1,0,123456757992,,NO,NO,,,,,,SI,,,,
poleron-bordado-negro-flores-art5797,Poleron bordado negro flores tipo tulipan ART5797,Sweaters y Buzos,,,,,,,"39,500.00",,0.25,1,1,1,0,123456757982,,NO,NO,,,,,,SI,,,,
poleron-bordado-blanco-art5796,Poleron bordado blanco ART5796,Sweaters y Buzos,,,,,,,"39,500.00",,0.25,1,1,1,0,123456757962,,NO,NO,,,,,,SI,,,,
remeron-frizado-negro-flores-art5794,Remeron frizado negro flores ART5795,Remeras y Musculosas,,,,,,,"24,000.00",,0.25,1,1,1,0,123456757952,,NO,NO,,,,,,SI,,,,
remeron-micropolar-negro-tipo-animal-art5794,Remeron micropolar negro tipo animal ART5794,Remeras y Musculosas,,,,,,,"24,000.00",,0.25,1,1,1,0,123456757942,,NO,NO,,,,,,SI,,,,
remeron-micropolar-fuxia-art5793,Remeron micropolar fuxia ART5793,Remeras y Musculosas,,,,,,,"24,000.00",,0.25,1,1,1,0,123456757932,,NO,NO,,,,,,SI,,,,
art5792,Remeron tipo micropolar morley lavanda ART5792,Remeras y Musculosas,,,,,,,"24,000.00",,0.25,1,1,1,0,123456757922,,NO,NO,,,,,,SI,,,,
art5791,Remeron tipo micropolar morley naranja ART5791,Sweaters y Buzos,,,,,,,"24,000.00",,0.25,1,1,1,0,123456757912,,NO,NO,,,,,,SI,,,,
maxy-canguro-polar-floreado-art5790,Maxy canguro polar floreado ART5790,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456757902,,NO,NO,,,,,,SI,,,,
remeron-morley-viscosa-azul-noche-art5789,calza semi recta frizada c bolsillos ART5789,Pantalones y Calzas,Talle,6,,,,,"24,000.00",,0.25,1,1,1,0,123456757892,,NO,NO,,,,,,SI,,,,
remeron-morley-viscosa-azul-noche-art5789,,,Talle,8,,,,,"24,000.00",,0.25,1,1,1,0,123456757893,,,,,,,,,,,,,
remeron-morley-viscosa-azul-noche-art5789,,,Talle,10,,,,,"24,000.00",,0.25,1,1,1,0,123456757894,,,,,,,,,,,,,
remeron-morley-viscosa-azul-noche-art5789,,,Talle,12,,,,,"24,000.00",,0.25,1,1,1,0,123456757895,,,,,,,,,,,,,
remeron-lmorley-viscosa-bordo-art5788,Remeron morley viscosa azul noche ART5788,Remeras y Musculosas,,,,,,,"18,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
remeron-lmorley-viscosa-verde-art5787,Remeron morley viscosa bordo ART5787,Remeras y Musculosas,,,,,,,"18,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
remeron-lanilla-violeta-art5786,Remeron lmorley viscosa verde ART5786,Remeras y Musculosas,,,,,,,"18,000.00",,0,0,0,0,0,,,NO,NO,,,,,,SI,,,,
remeron-lanilla-violeta-art5785,Remeron lanilla Violeta ART5785,Remeras y Musculosas,,,,,,,"21,000.00",,0,0,0,0,0,,,NO,NO,,,,,,SI,,,,
sweater-wafle-gris-claro-art5784,Sweater wafle Gris claro ART5784,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,0,0,0,0,123456757842,,NO,NO,,,,,,SI,,,,
maxy-canguro-polar-negro-art5783,Campera chaleco ART5783,Camperas y Sacos,Talle,6,,,,,"110,000.00",,0.25,1,1,1,0,123456758732,,NO,NO,,,,,,SI,,,,
maxy-canguro-polar-negro-art5783,,,Talle,8,,,,,"110,000.00",,0.25,1,1,1,0,123456758733,,,,,,,,,,,,,
maxy-canguro-polar-negro-art5783,,,Talle,10,,,,,"110,000.00",,0.25,1,1,1,0,123456758734,,,,,,,,,,,,,
maxy-canguro-polar-negro-art5783,,,Talle,12,,,,,"110,000.00",,0.25,1,1,1,0,123456758735,,,,,,,,,,,,,
maxy-canguro-polar-negro-art5783,,,Talle,14,,,,,"110,000.00",,0.25,1,1,1,0,123456758736,,,,,,,,,,,,,
maxy-canguro-polar-negro-art5782,Maxy canguro polar negro ART5782,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456757822,,NO,NO,,,,,,SI,,,,
maxy-canguro-polar-verde-art5781,Maxy canguro polar verde ART5781,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456757812,,NO,NO,,,,,,SI,,,,
maxy-canguro-micropolar-verde-con-corazones-rosas-art5780,Maxy canguro micropolar verde con corazones rosas ART5780,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456757802,,NO,NO,,,,,,SI,,,,
maxy-canguro-lanilla-azul-art5749,Maxy canguro lanilla azul ART5749,Sweaters y Buzos,,,,,,,"29,500.00",,0.25,1,1,1,0,123456757492,,NO,NO,,,,,,SI,,,,
canguro-tejido-wafle-negro-art5748,canguro tejido wafle violeta ART5748,Sweaters y Buzos,Talle,8,,,,,"28,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
canguro-tejido-wafle-negro-art5748,,,Talle,10,,,,,"28,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
canguro-tejido-wafle-verdeart5747,canguro tejido wafle negro ART5747,Sweaters y Buzos,Talle,8,,,,,"28,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
canguro-tejido-wafle-verdeart5747,,,Talle,10,,,,,"28,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
canguro-tejido-wafle-azulart5746,canguro tejido wafle verde ART5746,Sweaters y Buzos,Talle,8,,,,,"28,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
canguro-tejido-wafle-azulart5746,,,Talle,10,,,,,"28,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
poncho-poleron-con-mangas-blanco-art5745,canguro tejido wafle azul ART5745,Sweaters y Buzos,Talle,8,,,,,"28,000.00",,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
poncho-poleron-con-mangas-blanco-art5745,,,Talle,10,,,,,"28,000.00",,0.25,1,1,1,0,,,,,,,,,,,,,,
poncho-poleron-con-mangas-ladrillo-art5744,poncho poleron con mangas blanco ART5744,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,123456757442,,NO,NO,,,,,,SI,,,,
poncho-poleron-con-mangas-ladrillo-art5743,poncho poleron con mangas ladrillo ART5743,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,123456757432,,NO,NO,,,,,,SI,,,,
pantalon-corderoy-tipo-plush-art5742,pullover tejido doble cebra verde ART5742,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,123456757422,,NO,NO,,,,,,SI,,,,
maxi-sweaters-remeron-cashmere-grisart5741,pantalon corderoy tipo plush ART5741,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,123456757412,,NO,NO,,,,,,SI,,,,
maxi-sweaters-remeron-cashmere-grisart5740,Maxi sweaters remeron cashmere grisART5740,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,12345675742,,NO,NO,,,,,,SI,,,,
sweate-cuello-bote-violetaart57381,poleron tejido tipo polar c tachas ART5738,Sweaters y Buzos,,,,,,,"36,000.00",,0.25,1,1,1,0,123456757382,,NO,NO,,,,,,SI,,,,
sweate-cuello-bote-violetaart5738,Sweate cuello bote fuxcia ART5738,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,123456757382,,NO,NO,,,,,,SI,,,,
sweate-cuello-bote-celeste-art5737,Sweate cuello bote violetaART5737,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,123456757372,,NO,NO,,,,,,SI,,,,
sweater-wafle-negro-art5736,Sweate cuello bote celeste ART5736,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,123456757362,,NO,NO,,,,,,SI,,,,
sweater-wafle-negro-art5735,Sweater wafle negro ART5735,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,123456757352,,NO,NO,,,,,,SI,,,,
blusa-manga-campana-negro-calado-art5734,Blusa manga campana negro calado ART5734,"Blusas y Tunicas, Sweaters y Buzos",,,,,,,"29,200.00",,0.25,1,1,1,0,123456757342,,NO,NO,,,,,,SI,,,,
cangurito-bordo-art5733,Maxy buzo lanilla seda bordo ART5733,Sweaters y Buzos,,,,,,,"29,500.00",,0.25,1,1,1,0,123456757332,,NO,NO,,,,,,SI,,,,
cangurito-animal-art5732,Maxy cangurito lanilla tipo animal ART5732,Sweaters y Buzos,,,,,,,"29,500.00",,0.25,1,1,1,0,123456757322,,NO,NO,,,,,,SI,,,,
poleron-azul-jean-art5731,Poleron celeste jean con lurex ART5731,Sweaters y Buzos,,,,,,,"29,500.00",,0.25,1,1,1,0,123456757312,,NO,NO,,,,,,SI,,,,
cangurito-micropolar-corazones-art5730,Maxy Cangurito micropolar corazones ART5730,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456757302,,NO,NO,,,,,,SI,,,,
cangurito-micropolar-verde-con-negro-art5729,Maxy Cangurito micropolar verde con negro ART5729,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456757292,,NO,NO,,,,,,SI,,,,
cangurito-polar-naranja-art5728,Maxy Cangurito polar naranja ART5728,Sweaters y Buzos,,,,,,,"34,000.00",,0.25,1,1,1,0,123456757282,,NO,NO,,,,,,SI,,,,
blusa-manga-campana-hipie-art5727,Blusa manga campana Hipie ART5727,Blusas y Tunicas,,,,,,,"29,200.00",,0.25,1,1,1,0,123456757272,,NO,NO,,,,,,SI,,,,
blusa-manga-campana-verde-esmeralda-art5726,Blusa manga campana verde esmeralda ART5726,Blusas y Tunicas,,,,,,,"29,200.00",,0.25,1,1,1,0,123456757262,,NO,NO,,,,,,SI,,,,
blusa-manga-campana-laniia-tono-ladrillo-art5725,Blusa manga campana lanila tono ladrillo ART5725,Blusas y Tunicas,,,,,,,"29,200.00",,0.25,1,1,1,0,123456757252,,NO,NO,,,,,,SI,,,,
blusa-manga-campana-estrella-art5724,Blusa manga campana lanilla estrella ART5724,Blusas y Tunicas,,,,,,,"29,200.00",,0.25,1,1,1,0,123456757242,,NO,NO,,,,,,SI,,,,
cangurito-verde-lanilla-art5723,Cangurito verde lanilla ART5723,Sweaters y Buzos,,,,,,,"29,500.00",,0.25,1,1,1,0,123456757232,,NO,NO,,,,,,SI,,,,
pantalon-semipalazo-micropolar-art5722,Pantalon semipalazo micropolar ART5722,Pantalones y Calzas,Talle,6,,,,,0,,0.25,1,1,1,0,,,NO,NO,,,,,,SI,,,,
pantalon-semipalazo-micropolar-art5722,,,Talle,8,,,,,0,,0.25,1,1,1,0,,,,,,,,,,,,,,
pantalon-semipalazo-micropolar-art5722,,,Talle,10,,,,,0,,0.25,1,1,1,0,,,,,,,,,,,,,,
pantalon-semipalazo-micropolar-art5722,,,Talle,12,,,,,0,,0.25,1,1,1,0,,,,,,,,,,,,,,
pantalon-morley-bara-fina-negro-art5721,pantalon morley bara fina negro ART5721,Pantalones y Calzas,Talle,6,,,,,"24,000.00",,0.25,1,1,1,0,123456757212,,NO,NO,,,,,,SI,,,,
pantalon-morley-bara-fina-negro-art5721,,,Talle,8,,,,,"24,000.00",,0.25,1,1,1,0,123456757213,,,,,,,,,,,,,
pantalon-morley-bara-fina-negro-art5721,,,Talle,10,,,,,"24,000.00",,0.25,1,1,1,0,123456757214,,,,,,,,,,,,,
pantalon-morley-bara-fina-negro-art5721,,,Talle,12,,,,,"24,000.00",,0.25,1,1,1,0,123456757215,,,,,,,,,,,,,
pantalon-morley-bara-fina-azul-art5720,pantalon morley bara fina azul ART5720,Pantalones y Calzas,Talle,6,,,,,"24,000.00",,0.25,1,1,1,0,123456757202,,NO,NO,,,,,,SI,,,,
pantalon-morley-bara-fina-azul-art5720,,,Talle,8,,,,,"24,000.00",,0.25,1,1,1,0,123456757203,,,,,,,,,,,,,
pantalon-morley-bara-fina-azul-art5720,,,Talle,10,,,,,"24,000.00",,0.25,1,1,1,0,123456757204,,,,,,,,,,,,,
pantalon-morley-bara-fina-azul-art5720,,,Talle,12,,,,,"24,000.00",,0.25,1,1,1,0,123456757205,,,,,,,,,,,,,
pantalon-morley-bara-fina-gris-art5718,Pantalon morley bara fina gris ART5719,Pantalones y Calzas,Talle,6,,,,,"24,000.00",,0.25,1,1,1,0,123456757192,,NO,NO,,,,,,SI,,,,
pantalon-morley-bara-fina-gris-art5718,,,Talle,8,,,,,"24,000.00",,0.25,1,1,1,0,123456757193,,,,,,,,,,,,,
pantalon-morley-bara-fina-gris-art5718,,,Talle,10,,,,,"24,000.00",,0.25,1,1,1,0,123456757194,,,,,,,,,,,,,
pantalon-morley-bara-fina-gris-art5718,,,Talle,12,,,,,"24,000.00",,0.25,1,1,1,0,123456757195,,,,,,,,,,,,,
capa-poncho-polar-gris-art5718,Remeron morley escote V suela claro ART5718,Remeras y Musculosas,,,,,,,"21,000.00",,0.25,1,1,1,0,1234567571782,,NO,NO,,,,,,SI,,,,
capa-poncho-polar-celeste-art5717,capa poncho polar gris ART5717,Camperas y Sacos,,,,,,,"32,000.00",,0.25,1,1,1,0,123456757172,,NO,NO,,,,,,SI,,,,
poncho-poleron-con-mangas-suela-art5716,capa poncho polar celeste ART5716,Camperas y Sacos,,,,,,,"32,000.00",,0.25,1,1,1,0,123456757162,,NO,NO,,,,,,SI,,,,
poncho-poleron-con-mangas-negro-art5715,poncho poleron con mangas suela ART5715,Sweaters y Buzos,,,,,,,"32,000.00",,0.25,1,1,1,0,123456757152,,NO,NO,,,,,,SI,,,,
poncho-poleron-con-mangas-verde-art5714,poncho poleron con mangas negro ART5714,Sweaters y Buzos,,,,,,,"32,000.00",,0.25,1,1,1,0,123456757142,,NO,NO,,,,,,SI,,,,
poncho-poleron-con-mangas-gris-art5713,poncho poleron con mangas verde ART5713,Sweaters y Buzos,,,,,,,"32,000.00",,0.25,1,1,1,0,123456757132,,NO,NO,,,,,,SI,,,,
poleron-tipo-tejido-polar-magenta-art5712,poncho poleron con mangas gris ART5712,Sweaters y Buzos,,,,,,,"32,000.00",,0.25,1,1,1,0,123456757122,,NO,NO,,,,,,SI,,,,
sweater-xl-verde-bemetton-art5711-copia,Saco azul lanilla Morley premium ART5711,Camperas y Sacos,Talle,6,,,,,"31,900.00",,0.25,1,1,1,0,123456757112,,NO,NO,,,,,,SI,,,,
sweater-xl-verde-bemetton-art5711-copia,,,Talle,8,,,,,"31,900.00",,0.25,1,1,1,0,123456757113,,,,,,,,,,,,,
sweater-xl-verde-bemetton-art5711-copia,,,Talle,10,,,,,"31,900.00",,0.25,1,1,1,0,123456757114,,,,,,,,,,,,,
sweater-xl-verde-bemetton-art5711-copia,,,Talle,12,,,,,"31,900.00",,0.25,1,1,1,0,123456757115,,,,,,,,,,,,,
sweater-xl-violetaart5710,sweater XL verde bemetton ART5710,Sweaters y Buzos,,,,,,,"25,000.00",,0.25,1,1,1,0,123456757102,,NO,NO,,,,,,SI,,,,
poleron-tipo-tejido-polar-magenta-art5709,sweater XL violetaART5709,Sweaters y Buzos,,,,,,,"25,000.00",,0.25,1,1,1,0,123456757092,,NO,NO,,,,,,SI,,,,
maxi-canguro-polar-cebra-verde-art5708,poleron tipo tejido polar MAGENTA ART5708,Sweaters y Buzos,,,,,,,"36,000.00",,0.25,1,1,1,0,123456757082,,NO,NO,,,,,,SI,,,,
maxi-canguro-verde-rayas-negras-art5707,Maxi canguro polar cebra verde ART5707,Sweaters y Buzos,,,,,,,"32,000.00",,0.25,1,1,1,0,123456757072,,NO,NO,,,,,,SI,,,,
sweater-rosa-lanilla-tipo-bremer-art5705,Sweater rosa lanilla tipo bremer ART5706,Sweaters y Buzos,,,,,,,0,,0.25,1,1,1,0,123456757062,,NO,NO,,,,,,SI,,,,
remera-manga-larga-rayada-gris-con-blanco-art5704,Remera manga larga rayada gris con blanco ART5705,Remeras y Musculosas,,,,,,,"21,000.00",,0.25,1,1,1,0,123456757052,,NO,NO,,,,,,SI,,,,
remera-manga-larga-rayada-blanca-con-negro-art5703,Remera manga larga rayada negro con blanco ART5704,Remeras y Musculosas,,,,,,,"23,000.00",,0.25,1,1,1,0,123456757042,,NO,NO,,,,,,SI,,,,
remera-manga-larga-rayada-negra-con-blanco-art5703,Remera manga larga rayada blanca con negro ART5703,Remeras y Musculosas,,,,,,,"23,000.00",,0.25,1,1,1,0,123456757032,,NO,NO,,,,,,SI,,,,
campera-impermeable-art5702,Campera impermeable ART5702,Camperas y Sacos,Talle,6,,,,,"57,000.00",,0.3,1,1,1,0,,,NO,NO,,,,,,SI,,,,
campera-impermeable-art5702,,,Talle,8,,,,,"57,000.00",,0.3,1,1,1,0,,,,,,,,,,,,,,
campera-impermeable-art5702,,,Talle,10,,,,,"57,000.00",,0.3,1,1,1,0,,,,,,,,,,,,,,
campera-impermeable-art5702,,,Talle,12,,,,,"57,000.00",,0.3,1,1,1,0,,,,,,,,,,,,,,
remera-manga-larga-morley-lanilla-azul-art5701,Remera manga larga morley lanilla azul ART5701,Remeras y Musculosas,,,,,,,"31,900.00",,0.25,1,1,1,0,123456757012,,NO,NO,,,,,,SI,,,,
cangurito-tipo-peluche-floreado-art5700,Maxi Cangurito polar tipo peluche floreado ART5700,Sweaters y Buzos,,,,,,,"34,000.00",,0.3,1.5,1.5,1.5,0,123456757002,,NO,NO,,,,,,SI,,,,
sweater-tipo-cebra-fondo-negro-art5699,Sweater tipo cebra fondo negro ART5699,Sweaters y Buzos,,,,,,,"36,000.00",,0.25,1,1,1,0,123456756992,,NO,NO,,,,,,SI,,,,
sweater-tipo-rayos-gris-art5698,Sweater tipo rayos gris ART5698,Sweaters y Buzos,,,,,,,"36,000.00",,0.25,1,1,1,0,123456756982,,NO,NO,,,,,,SI,,,,
sweater-tipo-rayos-rosa-art5697,Sweater tipo rayos rosa ART5697,Sweaters y Buzos,,,,,,,"36,000.00",,0.25,1,1,1,0,123456756972,,NO,NO,,,,,,SI,,,,
sweater-lineas-tipo-rayo-negro-art5696,Sweater lineas tipo rayo negro ART5696,Sweaters y Buzos,,,,,,,"36,000.00",,0.25,1,1,1,0,123456756962,,NO,NO,,,,,,SI,,,,
buzo-frizado-gris-cordon-animal-art5695,Buzo frizado gris cordon animal ART5695,Sweaters y Buzos,,,,,,,"26,000.00",,0.25,1,1,1,0,123456756952,,NO,NO,,,,,,SI,,,,
buzo-frizado-negro-cordon-animal-art5694,Buzo frizado negro cordon animal ART5694,Sweaters y Buzos,,,,,,,"26,000.00",,0.25,1,1,1,0,123456756942,,NO,NO,,,,,,SI,,,,
jean-tipo-palazo-clasico-art5693,Jean tipo palazo clasico ART5693,Pantalones y Calzas,Talle,48,,,,,"48,000.00",,0.3,1,1,1,0,123456756932,,NO,NO,,,,,,SI,,,,
jean-tipo-palazo-clasico-art5693,,,Talle,50,,,,,"48,000.00",,0.3,1,1,1,0,123456756933,,,,,,,,,,,,,
jean-tipo-palazo-clasico-art5693,,,Talle,52,,,,,"48,000.00",,0.3,1,1,1,0,123456756934,,,,,,,,,,,,,
jean-tipo-palazo-clasico-art5693,,,Talle,54,,,,,"48,000.00",,0.3,1,1,1,0,123456756935,,,,,,,,,,,,,
jean-tipo-palazo-clasico-art5693,,,Talle,56,,,,,"48,000.00",,0.3,1,1,1,0,123456756936,,,,,,,,,,,,,
jean-tipo-palazo-clasico-art5693,,,Talle,58,,,,,"48,000.00",,0.3,1,1,1,0,123456756937,,,,,,,,,,,,,
jean-tipo-palazo-clasico-art5693,,,Talle,60,,,,,"48,000.00",,0.3,1,1,1,0,123456756938,,,,,,,,,,,,,
chaleco-matelase-art5691,Chaleco matelase gris ART5691,Camperas y Sacos,Talle,6,,,,,"39,000.00",,0.25,0,0,0,0,123456756912,,NO,NO,,,,,,SI,,,,
chaleco-matelase-art5691,,,Talle,8,,,,,"39,000.00",,0.25,0,0,0,0,123456756913,,,,,,,,,,,,,
chaleco-matelase-art5691,,,Talle,10,,,,,"39,000.00",,0.25,0,0,0,0,123456756914,,,,,,,,,,,,,
chaleco-matelase-art5691,,,Talle,12,,,,,"39,000.00",,0.25,0,0,0,0,123456756915,,,,,,,,,,,,,
campera-matelase-negro-art5690,Campera matelase negro ART5690,Camperas y Sacos,Talle,6,,,,,"45,000.00",,0.3,1,1,1,0,123456756902,,NO,NO,,,,,,SI,,,,
campera-matelase-negro-art5690,,,Talle,8,,,,,"45,000.00",,0.3,1,1,1,0,123456756903,,,,,,,,,,,,,
campera-matelase-negro-art5690,,,Talle,10,,,,,"45,000.00",,0.3,1,1,1,0,123456756904,,,,,,,,,,,,,
campera-matelase-negro-art5690,,,Talle,12,,,,,"45,000.00",,0.3,1,1,1,0,123456756905,,,,,,,,,,,,,
camperon-jeans-negro-cos-art-5689,conjunto fiacon ART 5689,"Remeras y Musculosas, Vestidos y Monitos",,,,,,,"38,000.00",,0,0,0,0,0,,,NO,NO,,,,,,SI,,,,
remeron-modal-soft-cebra-art-5688,camperon jeans negro cos ART 5688,Camperas y Sacos,Talle,8,,,,,"60,000.00",,0.3,1,1,1,0,,,NO,NO,,,,,,SI,,,,
remeron-modal-soft-cebra-art-5688,,,Talle,10,,,,,"60,000.00",,0.3,1,1,1,0,,,,,,,,,,,,,,
remeron-modal-soft-cebra-art-5688,,,Talle,6,,,,,"60,000.00",,0.3,1,1,1,0,,,,,,,,,,,,,,
sweter-tipo-remeron-naranja-art-5687,Remeron soft cebra 14 al 16 ART 5687,Remeras y Musculosas,,,,,,,"21,000.00",,0.3,1,1,1,0,123456756872,,NO,NO,,,,,,SI,,,,
saco-lanilla-negro-art5686,sweter tipo remeron naranja ART 5686,"Remeras y Musculosas, Sweaters y Buzos",,,,,,,"28,000.00",,0.3,1,1,1,0,123456756862,,NO,NO,,,,,,SI,,,,
saco-lanilla-negro-art5685,Saco lanilla negro ART5685,Camperas y Sacos,,,,,,,0,,0.25,1,1,1,0,123456756852,,NO,NO,,,,,,SI,,,,
poleron-fuxia-gaspeado-art5684,Poleron fuxia gaspeado ART5684,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,123456756842,,NO,NO,,,,,,SI,,,,
poleron-negro-morley-lanilla-art5683,Poleron negro morley lanilla ART5683,Sweaters y Buzos,,,,,,,"28,000.00",,0.25,1,1,1,0,123456756832,,NO,NO,,,,,,SI,,,,
cangurito-negro-con-lunares-blancos-art5682,Maxy cangurito negro con lunares blancos ART5682,Sweaters y Buzos,,,,,,,"29,500.00",,0.25,1,1,1,0,123456756822,,NO,NO,,,,,,SI,,,,
cangurito-fuxia-gaspeado-art5681,Maxy cangurito fuxia gaspeado ART5681,Sweaters y Buzos,,,,,,,"29,500.00",,0.25,1,1,1,0,123456756812,,NO,NO,,,,,,SI,,,,
remera-escote-v-leopardo-art5680,Remera escote V leopardo ART5680,Remeras y Musculosas,,,,,,,"21,000.00",,0.25,1,1,1,0,123456756802,,NO,NO,,,,,,SI,,,,
remera-escote-v-gris-art5679,Remera escote V gris ART5679,Remeras y Musculosas,,,,,,,"18,000.00",,0.25,1,1,1,0,123456756792,,NO,NO,,,,,,SI,,,,
remera-escote-v-tipo-animal-art5678,Remera escote V tipo animal ART5678,Remeras y Musculosas,,,,,,,"21,000.00",,0.25,1,1,1,0,1234567856782,,NO,NO,,,,,,SI,,,,
campera-plush-azul-con-corderito-art5677,Campera plush azul con corderito ART5677,Camperas y Sacos,Talle,6,,,,,"46,000.00",,0.25,1,1,1,0,123456756772,,NO,NO,,,,,,SI,,,,
